Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Transmission oil temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Time(s)
371.2,667,84,1,62,0,0.1,2,253
384,674,84,1,62,0,0.3,1,254
550.4,828,84,1,62,0,0.5,1,255
921.6,1339,84,1,62,4,1.3,1,256
870.4,1371,84,1,62,7,0.7,1,257
1062.4,1705,84,1,62,10,0.8,1,258
1446.4,2015,84,1,62,12,1,1,259
1139.2,1675,84,2,62,15,0.7,1,260
716.8,1587,84,2,62,16,0.1,1,261
550.4,1458,84,2,62,15,-0.1,1,262
422.4,1261,84,2,62,14,-0.3,2,263
371.2,1050,84,2,63,12,-0.4,2,264
371.2,941,84,2,63,11,-0.2,1,265
371.2,871,85,2,63,9,-0.2,1,266
371.2,843,85,2,63,8,-0.2,1,267
409.6,820,85,2,63,8,-0.2,2,268
396.8,795,85,2,63,6,-0.5,2,269
422.4,795,85,1,63,4,-0.4,2,270
448,783,85,1,63,2,-0.7,2,271
448,755,85,1,63,0,-0.2,2,272
396.8,692,85,1,63,0,0.1,2,273
384,678,85,1,63,0,0.2,2,274
384,694,85,1,63,0,0.4,1,275
448,752,85,1,63,0,0.4,1,276
806.4,1236,85,1,63,3,1.3,1,277
844.8,1352,86,1,63,6,0.9,1,278
1113.6,1668,86,1,63,9,1.1,1,279
844.8,1756,86,1,63,11,0.3,1,280
691.2,1289,86,2,63,11,0.3,1,281
422.4,1075,86,2,63,11,-0.1,1,282
371.2,919,86,2,63,10,-0.4,2,283
384,814,86,2,63,7,-0.9,2,284
473.6,803,87,1,63,4,-0.4,2,285
448,788,87,1,63,4,0.1,2,286
435.2,778,87,1,63,3,-0.2,2,287
448,777,87,1,63,1,-0.4,2,288
422.4,728,87,1,63,0,-0.3,2,289
384,683,87,1,63,0,0.1,2,290
358.4,673,87,1,63,0,0.1,2,291
384,673,87,1,63,0,0.1,2,292
358.4,669,87,1,63,0,0.1,2,293
358.4,666,87,1,63,0,0.1,2,294
371.2,667,87,1,63,0,0.1,2,295
371.2,665,87,1,63,0,0.1,2,296
358.4,669,87,1,63,0,0.1,2,297
371.2,667,87,1,63,0,0.1,2,298
371.2,670,87,1,63,0,0.1,2,299
371.2,674,87,1,63,0,0.1,2,300
371.2,672,87,1,63,0,0.1,2,301
371.2,673,87,1,63,0,0.1,2,302
358.4,669,87,1,63,0,0.1,2,303
384,668,87,1,63,0,0.1,2,304
358.4,670,87,1,63,0,0.1,2,305
358.4,667,87,1,63,0,0.1,2,306
384,669,87,1,63,0,0.1,2,307
371.2,671,87,1,63,0,0.2,2,308
358.4,670,87,1,63,0,0.2,2,309
384,667,87,1,63,0,0.1,2,310
371.2,668,87,1,63,0,0.1,2,311
371.2,668,87,1,63,0,0.1,2,312
384,669,87,1,63,0,0.1,2,313
371.2,671,87,1,63,0,0.1,2,314
371.2,668,87,1,63,0,0.1,2,315
371.2,668,87,1,63,0,0.1,2,316
396.8,670,87,1,63,0,0.1,2,317
371.2,669,87,1,63,0,0.1,2,318
371.2,671,87,1,63,0,0.1,2,319
384,671,87,1,63,0,0.1,2,320
371.2,670,87,1,63,0,0.1,2,321
384,669,87,1,63,0,0.1,2,322
371.2,672,87,1,64,0,0.1,2,323
371.2,669,87,1,64,0,0.1,2,324
384,669,87,1,64,0,0.1,2,325
371.2,671,87,1,64,0,0.1,2,326
371.2,670,87,1,64,0,0.1,2,327
384,669,87,1,64,0,0.1,2,328
371.2,674,87,1,64,0,0.2,1,329
422.4,715,87,1,64,0,0.4,2,330
422.4,704,87,1,64,0,-0.1,2,331
396.8,678,87,1,64,0,0,2,332
358.4,671,87,1,64,0,0.1,2,333
384,673,87,1,64,0,0.1,2,334
371.2,669,87,1,64,0,0.1,2,335
371.2,670,87,1,64,0,0.1,2,336
371.2,673,87,1,64,0,0.2,1,337
422.4,708,87,1,64,0,0.4,1,338
780.8,1156,87,1,64,2,1.2,1,339
806.4,1296,87,1,64,6,0.9,1,340
1075.2,1600,87,1,64,9,1,1,341
1382.4,2026,87,1,64,12,1,1,342
1036.8,1797,86,2,64,14,0.5,1,343
1497.6,1850,86,2,64,16,1.1,1,344
716.8,1670,86,2,64,17,0,2,345
448,1456,86,2,65,16,-0.4,2,346
396.8,1201,86,2,65,13,-0.6,2,347
384,1000,86,2,65,11,-0.5,1,348
473.6,1010,86,2,65,10,0,1,349
934.4,1393,85,2,65,10,0.7,1,350
1203.2,1667,85,2,65,13,1.1,1,351
960,1583,85,2,65,14,0.5,1,352
1075.2,1766,85,2,65,16,0.4,2,353
486.4,1527,85,2,65,16,-0.2,1,354
486.4,1447,85,2,65,15,-0.2,1,355
1433.6,1800,85,2,65,15,0.8,1,356
1228.8,1867,85,2,65,16,0.5,1,357
1292.8,2006,85,2,65,18,0.4,1,358
2624,2398,85,2,65,22,1,1,359
2854.4,2766,85,2,65,27,1.3,1,360
576,2021,85,3,65,28,-0.2,1,361
537.6,1670,85,3,65,27,-0.3,2,362
537.6,1620,85,3,65,26,-0.6,2,363
499.2,1483,85,3,65,24,-0.8,2,364
448,1300,85,3,66,21,-0.9,2,365
435.2,1126,85,3,66,17,-1,2,366
435.2,991,85,3,66,14,-0.9,2,367
460.8,885,85,3,66,11,-0.8,2,368
460.8,831,85,3,66,9,-0.6,2,369
448,810,85,3,66,8,-0.6,2,370
435.2,801,85,1,66,5,-1,2,371
460.8,779,85,1,65,1,-0.7,2,372
422.4,727,85,1,65,0,-0.2,2,373
384,685,85,1,65,0,0,2,374
358.4,679,85,1,65,0,0,2,375
371.2,676,85,1,65,0,0,2,376
371.2,675,85,1,65,0,0,2,377
358.4,672,85,1,65,0,0,2,378
358.4,671,85,1,65,0,0,2,379
384,672,85,1,65,0,0,2,380
358.4,670,85,1,65,0,0,2,381
358.4,669,85,1,65,0,0,2,382
371.2,667,85,1,65,0,0,2,383
371.2,667,85,1,65,0,0,2,384
358.4,669,85,1,65,0,0,2,385
371.2,664,86,1,65,0,0,2,386
384,668,86,1,65,0,0,2,387
435.2,727,86,1,65,0,0.4,1,388
1280,1515,86,1,66,4,2,1,389
1267.2,1774,86,1,66,9,1.4,1,390
1408,2073,86,1,66,13,0.9,1,391
1433.6,1843,86,2,66,16,1.1,1,392
1638.4,2011,86,2,66,19,1.1,1,393
1331.2,2067,86,2,66,21,0.6,1,394
780.8,1654,86,3,66,22,0.1,1,395
1331.2,1756,86,3,66,23,0.6,1,396
832,1623,86,3,66,23,0.2,1,397
524.8,1476,86,3,66,23,-0.1,1,398
486.4,1374,86,3,66,22,-0.3,2,399
448,1208,86,3,66,18,-1.3,2,400
486.4,1004,86,3,66,13,-1.6,2,401
499.2,877,86,3,67,7,-1.5,2,402
435.2,828,86,1,67,5,0,1,403
409.6,821,86,1,67,4,0.1,2,404
396.8,787,86,1,66,3,-0.5,2,405
435.2,770,86,1,66,0,-0.5,2,406
384,698,86,1,66,0,0.1,2,407
371.2,682,86,1,66,0,0.2,2,408
384,700,86,1,66,0,0.4,1,409
422.4,729,86,1,66,0,0.3,2,410
358.4,678,86,1,66,0,0,2,411
358.4,666,86,1,66,0,0,2,412
358.4,663,86,1,66,0,0,2,413
358.4,664,86,1,66,0,0.1,2,414
358.4,664,86,1,66,0,0.1,2,415
358.4,664,86,1,66,0,0.1,2,416
358.4,667,86,1,66,0,0.1,2,417
358.4,665,86,1,66,0,0.1,2,418
384,668,87,1,66,0,0.1,2,419
358.4,667,87,1,66,0,0.1,2,420
358.4,667,87,1,66,0,0.1,2,421
371.2,668,87,1,66,0,0.1,2,422
358.4,669,87,1,66,0,0.1,2,423
371.2,668,87,1,66,0,0.1,2,424
371.2,671,87,1,67,0,0.1,2,425
371.2,671,87,1,67,0,0.1,2,426
358.4,669,87,1,67,0,0.1,2,427
371.2,667,87,1,67,0,0.1,2,428
371.2,669,87,1,67,0,0.1,2,429
358.4,667,87,1,67,0,0.2,2,430
371.2,675,87,1,67,0,0.3,1,431
460.8,785,87,1,67,0,0.4,1,432
857.6,1304,87,1,67,4,1.3,1,433
985.6,1489,87,1,67,7,1.1,1,434
1497.6,1987,87,1,67,11,1.4,1,435
1587.2,2203,87,1,67,15,1,1,436
1062.4,1777,87,2,67,17,0.4,1,437
1113.6,1861,87,2,67,18,0.4,1,438
2124.8,2231,87,2,67,21,1.3,1,439
1996.8,2515,87,2,67,26,0.8,1,440
819.2,2045,87,3,68,28,0,1,441
614.4,1894,86,3,68,30,-0.2,1,442
627.2,1663,86,4,68,31,-0.2,1,443
435.2,1373,86,4,68,31,-1.5,2,444
320,1036,85,4,68,27,-2.1,2,445
345.6,897,85,4,68,23,-1.5,2,446
384,966,85,3,68,21,-1.1,2,447
435.2,1135,84,3,68,19,-1.6,2,448
409.6,991,84,3,68,15,-1.9,2,449
448,882,84,3,68,11,-1.9,2,450
473.6,826,84,3,68,7,-1.8,2,451
422.4,791,84,1,68,4,-1.1,2,452
448,781,84,1,68,3,-0.7,2,453
448,776,84,1,68,3,-0.8,2,454
460.8,770,84,1,68,0,-1.1,2,455
422.4,713,84,1,68,0,-0.9,2,456
371.2,680,84,1,68,0,-0.5,2,457
371.2,675,84,1,68,0,-0.5,2,458
371.2,672,84,1,68,0,-0.5,2,459
371.2,670,84,1,68,0,-0.5,2,460
358.4,669,85,1,68,0,-0.5,2,461
358.4,669,85,1,68,0,-0.5,2,462
384,668,85,1,68,0,-0.5,2,463
358.4,668,85,1,68,0,-0.5,2,464
358.4,665,85,1,68,0,-0.5,2,465
371.2,667,85,1,68,0,-0.5,2,466
358.4,668,85,1,68,0,-0.5,2,467
358.4,668,86,1,68,0,-0.5,2,468
371.2,669,86,1,68,0,-0.5,2,469
371.2,669,86,1,68,0,-0.3,2,470
371.2,672,86,1,68,0,0.1,2,471
409.6,719,86,1,68,2,-0.9,2,472
422.4,719,86,1,68,0,-1.3,2,473
384,680,86,1,68,0,-0.7,2,474
371.2,672,86,1,68,0,-0.7,2,475
358.4,667,87,1,68,0,-0.7,2,476
371.2,667,87,1,68,0,-0.7,2,477
358.4,667,87,1,68,0,-0.7,2,478
358.4,667,87,1,68,0,-0.7,2,479
371.2,666,87,1,68,0,-0.7,2,480
371.2,665,87,1,68,0,-0.7,2,481
371.2,666,87,1,68,0,-0.7,2,482
358.4,667,87,1,68,0,-0.7,2,483
358.4,667,87,1,68,0,-0.7,2,484
358.4,667,87,1,68,0,-0.7,2,485
384,667,87,1,68,0,-0.7,2,486
371.2,669,87,1,68,0,-0.7,2,487
371.2,669,87,1,68,0,-0.7,2,488
371.2,668,87,1,68,0,-0.7,2,489
371.2,669,87,1,68,0,-0.7,2,490
371.2,671,87,1,68,0,-0.7,2,491
371.2,669,87,1,68,0,-0.7,2,492
371.2,669,87,1,68,0,-0.7,2,493
358.4,669,87,1,68,0,-0.7,2,494
371.2,671,87,1,68,0,-0.7,2,495
371.2,672,87,1,68,0,-0.7,2,496
384,672,87,1,68,0,-0.7,2,497
371.2,670,87,1,68,0,-0.7,2,498
371.2,670,87,1,68,0,-0.7,2,499
371.2,669,87,1,68,0,-0.7,2,500
371.2,672,87,1,68,0,-0.7,2,501
371.2,669,87,1,68,0,-0.7,2,502
384,669,88,1,69,0,-0.7,2,503
371.2,668,88,1,69,0,-0.7,2,504
358.4,667,88,1,69,0,-0.7,2,505
358.4,667,88,1,69,0,-0.7,2,506
384,671,88,1,69,0,-0.7,2,507
358.4,671,88,1,69,0,-0.7,2,508
371.2,668,88,1,69,0,-0.7,2,509
384,672,88,1,69,0,-0.7,2,510
358.4,672,88,1,69,0,-0.7,2,511
384,669,88,1,69,0,-0.7,2,512
371.2,672,88,1,69,0,-0.7,2,513
358.4,670,88,1,69,0,-0.7,2,514
371.2,670,87,1,69,0,-0.7,2,515
371.2,671,87,1,69,0,-0.7,2,516
371.2,670,87,1,69,0,-0.7,2,517
371.2,670,87,1,69,0,-0.7,2,518
358.4,669,87,1,69,0,-0.7,2,519
358.4,671,87,1,69,0,-0.7,2,520
371.2,667,87,1,69,0,-0.7,2,521
358.4,668,87,1,69,0,-0.7,2,522
358.4,666,87,1,69,0,-0.7,2,523
371.2,669,87,1,69,0,-0.7,2,524
358.4,669,87,1,69,0,-0.7,2,525
358.4,671,87,1,69,0,-0.7,2,526
358.4,669,87,1,69,0,-0.7,2,527
371.2,668,87,1,69,0,-0.7,2,528
358.4,668,87,1,69,0,-0.7,2,529
358.4,668,87,1,69,0,-0.7,2,530
371.2,667,87,1,69,0,-0.7,2,531
371.2,669,87,1,69,0,-0.7,2,532
358.4,668,87,1,69,0,-0.7,2,533
358.4,669,87,1,69,0,-0.7,2,534
371.2,669,87,1,69,0,-0.6,2,535
358.4,669,87,1,69,0,-0.3,2,536
371.2,670,87,1,69,0,-0.8,2,537
358.4,667,87,1,69,0,-1.1,2,538
358.4,667,87,1,69,0,-1,2,539
358.4,667,87,1,69,0,-0.9,2,540
371.2,671,87,1,69,0,-0.5,1,541
524.8,847,87,1,69,3,0.2,1,542
1088,1594,87,1,69,8,1.1,1,543
1676.8,2314,87,1,69,14,1.1,1,544
1100.8,2134,87,2,69,18,0.4,1,545
1164.8,2038,87,2,69,21,0.2,1,546
1753.6,1918,87,3,69,24,0.7,1,547
2099.2,1993,87,3,70,27,1,1,548
1868.8,2017,87,3,70,30,0.8,1,549
2035.2,2158,87,3,70,34,0.8,1,550
2444.8,2338,86,3,70,37,0.8,1,551
2265.6,2535,86,3,70,40,0.6,1,552
1433.6,2233,85,4,70,41,0.2,1,553
1126.4,2060,85,4,70,42,0.1,1,554
1715.2,2130,85,4,70,43,0.3,1,555
550.4,1779,85,4,70,44,-0.2,2,556
601.6,1482,84,5,70,42,-1,2,557
524.8,1325,84,5,70,38,-1.4,2,558
409.6,1087,84,5,70,34,-1,2,559
345.6,1009,84,4,70,31,-1.3,2,560
307.2,964,84,4,70,27,-1.3,2,561
307.2,896,84,4,70,24,-1.1,2,562
307.2,884,84,3,70,19,-1.7,2,563
422.4,973,84,3,70,14,-1.6,2,564
422.4,851,84,3,70,9,-1.5,2,565
435.2,817,84,1,70,5,-1,2,566
384,792,84,1,70,4,0,1,567
704,1187,84,1,70,6,0.7,1,568
896,1648,84,1,70,9,1,1,569
1228.8,2053,85,1,70,12,0.8,1,570
1152,1832,85,2,70,16,0.8,1,571
691.2,1724,85,2,70,17,0.1,1,572
1139.2,1898,85,2,70,19,0.6,1,573
1049.6,1960,85,2,70,21,0.4,1,574
1433.6,1870,85,3,70,23,0.7,1,575
896,1756,85,3,70,25,0.2,1,576
588.8,1710,85,3,70,26,0,1,577
524.8,1647,85,3,70,26,-0.2,2,578
460.8,1508,85,3,70,23,-1.4,2,579
448,1231,86,3,70,18,-2,2,580
499.2,1010,86,3,70,11,-2.2,2,581
448,870,86,3,70,6,-1.2,2,582
384,786,86,1,70,4,-0.8,2,583
409.6,774,86,1,70,0,-0.8,2,584
371.2,708,86,1,70,0,-0.3,2,585
345.6,681,86,1,70,0,0.1,1,586
396.8,753,86,1,70,0,0.4,1,587
640,1146,86,1,70,4,0.9,1,588
627.2,1271,86,1,70,7,0.6,1,589
563.2,1384,86,1,70,8,0.2,1,590
512,1442,86,1,70,9,0,1,591
320,1034,86,1,70,9,-0.4,2,592
371.2,835,86,1,70,6,-1.5,2,593
396.8,786,86,1,70,4,-0.5,2,594
422.4,777,86,1,70,3,-0.2,2,595
409.6,766,86,1,71,3,-0.1,2,596
409.6,764,86,1,71,3,0,2,597
396.8,757,86,1,71,3,-0.2,2,598
422.4,762,87,1,71,1,-0.5,2,599
384,720,87,1,71,0,-0.5,2,600
358.4,679,87,1,71,0,-0.2,2,601
358.4,676,87,1,71,0,-0.1,2,602
345.6,672,87,1,71,0,-0.1,2,603
358.4,669,87,1,71,0,-0.1,2,604
358.4,667,87,1,71,0,-0.1,2,605
345.6,667,87,1,71,0,-0.1,2,606
345.6,666,87,1,71,0,-0.1,2,607
358.4,667,87,1,71,0,-0.1,2,608
358.4,666,87,1,71,0,-0.1,2,609
358.4,667,87,1,71,0,-0.1,2,610
358.4,665,87,1,71,0,-0.1,2,611
358.4,667,87,1,71,0,-0.1,2,612
371.2,668,87,1,71,0,0,1,613
384,699,87,1,71,0,0.3,1,614
486.4,849,87,1,71,2,0.4,1,615
499.2,988,87,1,71,4,0.4,1,616
473.6,959,87,1,71,5,0.1,1,617
832,1381,87,1,71,7,0.7,1,618
1164.8,1864,87,1,71,11,0.9,1,619
499.2,1356,87,2,71,12,-0.1,2,620
384,1098,87,2,71,12,-0.5,2,621
371.2,959,87,2,71,10,-0.6,1,622
422.4,1014,87,2,71,10,-0.1,1,623
1075.2,1468,87,2,71,11,0.7,1,624
1907.2,1965,86,2,71,16,1.5,1,625
870.4,1836,86,2,71,18,0.2,1,626
435.2,1635,86,2,71,18,-0.4,1,627
576,1723,86,2,71,18,-0.1,1,628
550.4,1687,86,2,71,18,-0.1,1,629
550.4,1664,86,2,71,17,-0.1,1,630
934.4,1841,85,2,71,18,0.3,1,631
883.2,1898,85,2,71,19,0.2,1,632
396.8,1385,85,2,72,19,-0.2,2,633
448,1232,85,3,72,19,-0.4,2,634
435.2,1180,85,3,72,18,-0.4,2,635
422.4,1159,84,3,72,17,-0.2,1,636
576,1257,84,3,72,18,0,1,637
396.8,1150,84,3,72,18,-0.2,1,638
371.2,1090,84,3,72,18,-0.2,1,639
371.2,1079,84,3,72,17,-0.2,1,640
972.8,1473,84,3,72,18,0.4,1,641
947.2,1569,84,3,72,20,0.4,1,642
422.4,1319,84,3,72,21,-0.2,1,643
972.8,1569,84,3,72,21,0.2,1,644
1408,1808,84,3,72,23,0.7,1,645
524.8,1595,84,3,72,24,-0.1,1,646
499.2,1525,84,3,72,24,-0.2,2,647
409.6,1370,84,3,72,22,-1.1,2,648
384,1154,84,3,72,17,-1.5,2,649
435.2,968,84,3,72,13,-1.7,2,650
460.8,845,85,3,72,7,-1.6,2,651
396.8,781,85,1,72,4,-0.7,2,652
396.8,764,85,1,72,2,-0.4,2,653
396.8,732,85,1,72,0,-0.6,2,654
358.4,678,85,1,72,0,0,2,655
371.2,674,85,1,72,0,0,2,656
345.6,673,85,1,72,0,0,2,657
358.4,670,85,1,72,0,0,2,658
358.4,671,85,1,72,0,0,2,659
358.4,669,85,1,72,0,0,2,660
371.2,670,85,1,72,0,0,2,661
358.4,667,85,1,72,0,0,2,662
358.4,669,85,1,72,0,0,2,663
358.4,667,85,1,72,0,0,2,664
358.4,664,86,1,72,0,0,2,665
371.2,665,86,1,72,0,0,2,666
358.4,665,86,1,72,0,0,2,667
358.4,665,86,1,72,0,0,2,668
371.2,663,86,1,72,0,0,2,669
358.4,664,86,1,72,0,0,2,670
371.2,664,87,1,72,0,0,2,671
371.2,665,87,1,72,0,0,2,672
371.2,663,87,1,72,0,0,2,673
358.4,667,87,1,72,0,0,2,674
371.2,669,87,1,72,0,0,2,675
384,671,87,1,72,0,0,2,676
358.4,670,87,1,72,0,0,2,677
371.2,672,87,1,72,0,0,2,678
371.2,674,87,1,72,0,0,2,679
358.4,670,87,1,72,0,0,2,680
384,671,87,1,72,0,0,2,681
358.4,670,87,1,72,0,0,2,682
358.4,668,87,1,72,0,0,2,683
384,672,87,1,72,0,0,2,684
358.4,669,87,1,72,0,0,2,685
371.2,668,87,1,72,0,0,2,686
371.2,671,87,1,72,0,0,2,687
358.4,670,87,1,72,0,0,2,688
371.2,670,87,1,72,0,0,2,689
371.2,667,88,1,72,0,0,2,690
358.4,669,88,1,72,0,0,2,691
358.4,670,88,1,72,0,0,2,692
371.2,668,88,1,72,0,0,2,693
358.4,667,88,1,72,0,0,2,694
358.4,667,88,1,72,0,0,2,695
371.2,669,88,1,72,0,0,2,696
358.4,667,88,1,72,0,0,2,697
358.4,669,88,1,72,0,0,2,698
358.4,667,88,1,72,0,0,2,699
371.2,669,88,1,72,0,0,2,700
371.2,670,88,1,72,0,0,2,701
358.4,667,88,1,72,0,-0.1,2,702
371.2,670,88,1,72,0,0,2,703
358.4,670,88,1,72,0,0,2,704
358.4,669,88,1,72,0,0,2,705
371.2,673,88,1,72,0,0,2,706
358.4,672,88,1,72,0,0,2,707
358.4,671,88,1,72,0,0,2,708
371.2,668,88,1,72,0,0,2,709
358.4,671,88,1,73,0,0,2,710
371.2,668,88,1,73,0,0,2,711
358.4,665,88,1,73,0,-0.1,2,712
358.4,667,88,1,73,0,0,2,713
358.4,669,88,1,73,0,0,2,714
371.2,670,88,1,73,0,0,2,715
358.4,671,88,1,73,0,0,2,716
358.4,668,88,1,73,0,0,2,717
371.2,670,88,1,73,0,-0.1,2,718
358.4,670,88,1,73,0,0,2,719
358.4,671,88,1,73,0,0,2,720
371.2,668,88,1,73,0,0,2,721
358.4,669,88,1,73,0,0,2,722
358.4,669,88,1,73,0,0,2,723
371.2,668,88,1,73,0,0,2,724
358.4,667,88,1,73,0,0,2,725
358.4,667,88,1,73,0,0,2,726
358.4,670,88,1,73,0,0,2,727
371.2,666,88,1,73,0,0,2,728
358.4,667,88,1,73,0,0,2,729
358.4,666,88,1,73,0,0,2,730
358.4,669,88,1,73,0,0,2,731
371.2,668,88,1,73,0,0,2,732
358.4,668,88,1,73,0,0,2,733
358.4,670,88,1,73,0,0,2,734
371.2,670,88,1,73,0,0,2,735
358.4,670,88,1,73,0,0,2,736
358.4,670,88,1,73,0,0,2,737
358.4,668,88,1,73,0,0,2,738
358.4,670,88,1,73,0,0,2,739
345.6,670,88,1,73,0,0,2,740
371.2,669,88,1,73,0,0,2,741
358.4,671,88,1,73,0,0,2,742
345.6,669,87,1,73,0,0,2,743
371.2,671,87,1,73,0,0,2,744
358.4,675,87,1,73,0,0.1,1,745
435.2,762,87,1,73,0,0.4,1,746
691.2,1174,87,1,73,4,1,1,747
806.4,1363,87,1,73,7,0.9,1,748
1062.4,1722,87,1,73,10,0.9,1,749
1152,1999,87,1,73,12,0.6,1,750
588.8,1413,87,2,73,14,0,1,751
588.8,1409,87,2,73,14,0,1,752
601.6,1425,87,2,73,14,0,1,753
550.4,1372,87,2,73,14,-0.1,1,754
678.4,1440,87,2,73,14,0.1,1,755
460.8,1305,87,2,73,14,-0.3,1,756
678.4,1438,87,2,73,14,0.1,1,757
1164.8,1701,86,2,73,16,0.7,1,758
1625.6,1976,86,2,73,19,1.1,1,759
1292.8,2090,86,2,73,21,0.5,1,760
396.8,1484,86,3,73,22,-0.2,1,761
755.2,1505,85,3,73,21,0.1,1,762
1676.8,1815,85,3,73,23,0.9,1,763
1036.8,1776,85,3,73,25,0.3,1,764
1049.6,1848,85,3,73,26,0.3,1,765
1510.4,2033,85,3,73,28,0.6,1,766
2790.4,2371,84,3,73,31,1.2,1,767
3417.6,2617,84,3,73,36,1.4,1,768
3571.2,2834,84,3,73,40,1.3,1,769
755.2,2489,84,3,74,42,-0.2,1,770
665.6,2024,84,4,74,41,-0.2,2,771
780.8,1999,84,4,74,40,-0.4,1,772
614.4,1894,84,4,74,40,-0.2,2,773
0,1668,84,4,74,37,-1,2,774
0,1622,84,4,74,34,-0.8,1,775
716.8,1660,84,4,74,33,-0.1,1,776
1100.8,1716,84,4,74,34,0.2,1,777
384,1572,84,4,74,33,-0.5,2,778
332.8,1465,84,4,74,30,-0.9,2,779
320,1342,84,4,74,28,-0.5,2,780
268.8,1116,84,4,74,26,-0.8,2,781
294.4,929,84,4,74,24,-0.5,1,782
294.4,992,84,3,74,23,-0.4,2,783
409.6,1296,84,3,74,21,-0.3,1,784
2022.4,2004,84,3,74,23,1.1,1,785
2176,2093,84,3,74,27,1.1,1,786
2124.8,2087,84,3,74,30,1,1,787
768,1867,84,4,74,32,0,1,788
550.4,1489,84,4,74,32,-0.2,1,789
358.4,1437,84,4,74,31,-0.3,1,790
499.2,1458,84,4,74,30,-0.2,1,791
1369.6,1575,84,4,74,31,0.5,1,792
844.8,1630,84,4,74,32,0.1,1,793
960,1684,84,4,74,32,0.2,1,794
1011.2,1685,84,4,74,32,0,1,795
1664,2309,85,3,74,34,0.5,1,796
1984,2173,85,4,74,35,0.5,1,797
2406.4,2261,85,4,74,38,0.9,1,798
512,1805,85,4,74,39,-0.3,1,799
1331.2,1937,85,4,74,39,0.3,1,800
896,1951,85,4,74,40,0,1,801
1088,2027,85,4,74,40,0.2,1,802
409.6,1818,85,4,74,39,-0.4,1,803
998.4,1916,85,4,74,39,0.1,1,804
947.2,1985,85,4,74,39,0,1,805
1305.6,2031,85,4,74,40,-0.2,2,806
256,1569,84,4,74,34,-2.7,2,807
268.8,1038,84,4,74,25,-2.9,2,808
601.6,1176,84,3,74,19,-0.9,1,809
1958.4,2176,84,2,74,20,1.2,1,810
601.6,1774,84,3,74,21,0,1,811
2777.6,2421,84,2,74,24,1.3,1,812
3955.2,3096,84,2,74,30,2.1,1,813
4928,3730,84,2,75,37,2.3,1,814
6041.6,4380,84,2,75,45,2.2,1,815
5849.6,4873,84,2,75,51,1.6,1,816
563.2,3357,84,3,75,52,-0.2,1,817
1932.8,2697,83,4,75,53,0.3,1,818
2291.2,2382,83,5,76,54,0.4,1,819
1753.6,2179,83,5,76,55,0.1,1,820
2137.6,2797,82,4,76,56,0.2,1,821
2188.8,2506,82,5,76,56,0.3,1,822
2956.8,2421,82,5,76,58,0.5,1,823
3916.8,3086,82,4,76,60,0.8,1,824
1932.8,2956,82,4,76,61,0.2,1,825
460.8,2134,82,5,76,60,-0.9,2,826
716.8,1917,82,5,76,55,-1.9,2,827
601.6,1599,83,5,76,46,-2.6,2,828
371.2,1247,83,5,76,42,-0.4,1,829
716.8,1489,84,5,76,41,-0.1,1,830
563.2,1480,84,5,76,40,-0.1,1,831
1036.8,1594,84,5,76,41,0.2,1,832
1894.4,1837,85,5,76,41,0.4,1,833
3212.8,2485,85,4,76,44,0.9,1,834
3264,2553,85,4,76,47,0.9,1,835
2048,2458,86,4,76,49,0.5,1,836
486.4,1902,86,4,76,48,-0.2,1,837
601.6,1683,86,5,76,47,-0.2,1,838
2009.6,2083,86,5,76,47,0.3,1,839
1689.6,2407,86,4,76,48,0.2,1,840
422.4,1714,86,5,76,46,-0.3,2,841
576,1600,86,5,77,45,-0.2,1,842
499.2,1515,85,5,77,44,-0.2,1,843
550.4,1499,85,5,77,43,-0.2,1,844
1305.6,1614,85,5,77,43,0.3,1,845
742.4,1499,85,5,77,43,0,1,846
1984,2104,84,4,77,44,0.4,1,847
537.6,1920,85,4,77,44,-0.2,1,848
1497.6,1859,85,5,77,44,0.2,1,849
819.2,1666,85,5,77,44,0,1,850
934.4,1581,85,5,77,44,0.1,1,851
1587.2,1603,85,5,77,45,0.4,1,852
1254.4,1772,85,5,77,46,0.1,1,853
1331.2,1889,85,5,77,47,0.2,1,854
768,1727,85,5,77,47,-0.1,1,855
704,1714,85,5,77,47,-0.1,1,856
486.4,1491,85,5,77,46,-0.2,1,857
1126.4,1743,85,5,77,46,0,1,858
1075.2,1939,85,4,77,46,-0.1,2,859
307.2,1390,85,5,77,43,-1.1,2,860
268.8,1381,85,5,77,40,-1,2,861
320,1292,85,5,77,37,-0.9,2,862
294.4,1024,85,5,77,34,-1.3,2,863
294.4,1009,85,4,77,29,-1.5,2,864
268.8,931,85,4,77,23,-2,2,865
307.2,872,86,3,77,14,-3.1,2,866
435.2,849,86,3,77,6,-1.8,2,867
371.2,785,86,1,77,3,-0.3,2,868
371.2,784,86,1,77,3,0.3,1,869
780.8,1286,86,1,77,5,1.2,1,870
1574.4,1958,86,1,77,10,2,1,871
2227.2,2677,86,1,77,16,1.6,1,872
1740.8,2340,86,2,77,21,1.1,1,873
1356.8,2288,86,2,77,24,0.7,1,874
512,1616,86,3,77,24,0,1,875
435.2,1512,86,3,78,24,-0.2,1,876
396.8,1424,86,3,78,23,-0.3,2,877
